0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,AUC  as on May 15 2012,AUC  as on May 15 2012,AUC  as on May 15 2012,AUC  as on May 15 2012,AUC  as on May 15 2012,AUC  as on May 15 2012,"Net  Investment  May 1-31, 2012","Net  Investment  May 1-31, 2012","Net  Investment  May 1-31, 2012","Net  Investment  May 1-31, 2012","Net  Investment  May 1-31, 2012","Net  Investment  May 1-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles  & Auto Components,46368,0,46368,8612,0,8612,-515,0,-515,-91,0,-91,-237,0,-237,-42,0,-42,44420,0,44420,7873,0,7873
2,Total Financial Services,247078,35113,282191,45891,6522,52413,-917,-479,-1396,-163,-85,-247,-232,-1533,-1766,-41,-272,-313,249369,33704,283073,44197,5974,50170
2a,Banks,140903,9,140912,26171,2,26172,-1251,0,-1251,-222,0,-222,-406,0,-406,-72,0,-72,141538,9,141547,25085,2,25087
2b,Other  Financial Services1,106176,35104,141280,19721,6520,26241,334,-479,-145,59,-85,-26,174,-1533,-1360,31,-272,-241,107831,33696,141527,19111,5972,25083
3,Capital  Goods,62220,463,62683,11557,86,11642,-958,0,-958,-170,0,-170,-996,0,-996,-176,0,-176,56011,463,56474,9927,82,10009
4,Chemicals  & Petrochemicals,7593,0,7593,1410,0,1410,-30,0,-30,-5,0,-5,2,0,2,0,0,0,7402,0,7402,1312,0,1312
5,Coal,11419,0,11419,2121,0,2121,-13,0,-13,-2,0,-2,-12,0,-12,-2,0,-2,11706,0,11706,2075,0,2075
