0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment June 1-15, 2014","Net Investment June 1-15, 2014","Net Investment June 1-15, 2014","Net Investment June 1-15, 2014","Net Investment June 1-15, 2014","Net Investment June 1-15, 2014","AUC as on June 15, 2014","AUC as on June 15, 2014","AUC as on June 15, 2014","AUC as on June 15, 2014","AUC as on June 15, 2014","AUC as on June 15, 2014"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr.  No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto  Components,87695,0,87695,14855,0,14855,-16,0,-16,-3,0,-3,111,-16,95,19,-3,16,92843,0,92843,15610,0,15610
2,Total Financial  Services,434123,36792,470916,73538,6232,79771,2257,3894,6151,382,660,1042,3514,1267,4781,591,213,804,460107,37734,497841,77357,6344,83701
2a,Banks,269011,87,269099,45569,15,45584,910,0,910,154,0,154,2993,109,3102,503,18,521,279461,89,279550,46985,15,47000
2b,Other Financial Services1,165112,36705,201817,27969,6218,34187,1347,3894,5242,228,660,888,521,1158,1678,88,195,283,180646,37645,218292,30372,6329,36701
3,Capital Goods,103852,276,104128,17592,47,17639,105,0,105,18,0,18,573,-233,340,96,-39,57,111305,51,111356,18713,9,18722
4,Chemicals &  Petrochemicals,14973,0,14973,2536,0,2536,73,0,73,12,0,12,1,1,2,0,0,0,15151,0,15151,2547,0,2547
5,Coal,13343,0,13343,2260,0,2260,-167,0,-167,-28,0,-28,141,-25,115,24,-4,20,14154,0,14154,2380,0,2380
6,Commercial Services &  Supplies,13837,0,13837,2344,0,2344,-57,0,-57,-10,0,-10,44,-1,43,7,0,7,13661,0,13661,2297,0,2297
7,Construction Materials,34568,0,34568,5856,0,5856,-327,0,-327,-55,0,-55,297,26,323,50,4,54,38583,370,38953,6487,62,6549
8,Consumer Durables,5479,0,5479,928,0,928,40,0,40,7,0,7,13,-24,-11,2,-4,-2,5778,0,5778,971,0,971
9,Diversified2,3311,0,3311,561,0,561,30,0,30,5,0,5,51,3,53,9,0,9,3576,0,3576,601,0,601
10,Diversified Consumer  Services,240,0,240,41,0,41,5,0,5,1,0,1,3,0,3,1,0,1,279,0,279,47,0,47
11,"Food, Beverages &  Tobacco",89862,0,89862,15222,0,15222,-1393,0,-1393,-236,0,-236,-1256,-28,-1283,-211,-5,-216,87106,0,87106,14645,0,14645
12,Forest Materials,518,0,518,88,0,88,-1,0,-1,0,0,0,28,2,30,5,0,5,621,0,621,104,0,104
13,General Industrials,9970,0,9970,1689,0,1689,134,0,134,23,0,23,65,0,65,11,0,11,10661,0,10661,1792,0,1792
14,Hardware Technology &  Equipment,98,0,98,17,0,17,28,0,28,5,0,5,3,0,3,1,0,1,99,0,99,17,0,17
15,Healthcare Equipment &  Supplies,270,0,270,46,0,46,-1,0,-1,0,0,0,0,0,0,0,0,0,260,0,260,44,0,44
16,Healthcare Services,5509,125,5634,933,21,954,-11,0,-11,-2,0,-2,26,-2,24,4,0,4,6074,125,6199,1021,21,1042
17,"Hotels, Restaurants &  Tourism",6010,0,6010,1018,0,1018,-23,0,-23,-4,0,-4,36,4,40,6,1,7,6705,0,6705,1127,0,1127
18,Household & Personal  Products,44995,0,44995,7622,0,7622,175,0,175,30,0,30,434,2,436,73,0,73,47862,0,47862,8047,0,8047
19,Media,21822,887,22709,3697,150,3847,365,-1,365,62,0,62,112,24,137,19,4,23,22083,880,22963,3713,148,3861
