0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on January 15, 2015","AUC as on January 15, 2015","AUC as on January 15, 2015","AUC as on January 15, 2015","AUC as on January 15, 2015","AUC as on January 15, 2015","Net Investment January 01-15, 2015","Net Investment January 01-15, 2015","Net Investment January 01-15, 2015","Net Investment January 01-15, 2015","Net Investment January 01-15, 2015","Net Investment January 01-15, 2015","Net Investment January 16-31, 2015","Net Investment January 16-31, 2015","Net Investment January 16-31, 2015","Net Investment January 16-31, 2015","Net Investment January 16-31, 2015","Net Investment January 16-31, 2015","AUC as on January 31, 2015","AUC as on January 31, 2015","AUC as on January 31, 2015","AUC as on January 31, 2015","AUC as on January 31, 2015","AUC as on January 31, 2015","January 31, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"January 31, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"January 31, 2015"
1,Automobiles & Auto Components,118195,100,118295,19138,16,19154,97,0,97,16,0,16,291,0,291,47,0,47,118416,100,118516,19174,16,19191,"January 31, 2015"
2,Total Financial Services,410062,58822,468885,66397,9525,75922,902,1994,2895,146,323,469,2658,5496,8154,430,890,1320,418358,63844,482202,67742,10338,78080,"January 31, 2015"
2a,Banks,183870,990,184860,29772,160,29932,828,18,846,134,3,137,772,28,800,125,5,130,180850,1003,181853,29284,162,29446,"January 31, 2015"
2b,Other Financial Services1,226192,57833,284025,36625,9364,45989,74,1976,2049,12,320,332,1886,5468,7354,305,885,1191,237509,62840,300349,38458,10175,48634,"January 31, 2015"
3,Capital Goods,116843,437,117280,18919,71,18990,-30,0,-30,-5,0,-5,1601,0,1601,259,0,259,126951,437,127388,20556,71,20627,"January 31, 2015"
4,Chemicals & Petrochemicals,20654,283,20937,3344,46,3390,30,120,150,5,19,24,48,41,89,8,7,14,20751,408,21159,3360,66,3426,"January 31, 2015"
5,Coal,13203,0,13203,2138,0,2138,-8,0,-8,-1,0,-1,-34,0,-34,-5,0,-5,12994,0,12994,2104,0,2104,"January 31, 2015"
6,Commercial Services & Supplies,14202,470,14672,2300,76,2376,1,0,1,0,0,0,33,0,33,5,0,5,16696,470,17166,2703,76,2780,"January 31, 2015"
7,Construction Materials,41197,845,42042,6671,137,6807,-106,50,-56,-17,8,-9,528,290,818,85,47,132,43199,1135,44334,6995,184,7179,"January 31, 2015"
8,Consumer Durables,5193,60,5253,841,10,851,-115,35,-80,-19,6,-13,-26,0,-26,-4,0,-4,5382,60,5442,871,10,881,"January 31, 2015"
9,Diversified2,4610,0,4610,746,0,746,-7,0,-7,-1,0,-1,10,0,10,2,0,2,4734,0,4734,767,0,767,"January 31, 2015"
10,Diversified Consumer Services,582,0,582,94,0,94,27,0,27,4,0,4,14,0,14,2,0,2,623,0,623,101,0,101,"January 31, 2015"
11,"Food, Beverages & Tobacco",97021,0,97021,15710,0,15710,-111,0,-111,-18,0,-18,507,0,507,82,0,82,101050,0,101050,16362,0,16362,"January 31, 2015"
12,Forest Materials,848,0,848,137,0,137,2,0,2,0,0,0,-3,0,-3,0,0,0,900,0,900,146,0,146,"January 31, 2015"
13,General Industrials,12755,0,12755,2065,0,2065,27,0,27,4,0,4,490,385,875,79,62,142,14079,385,14464,2280,62,2342,"January 31, 2015"
14,Hardware Technology & Equipment,62,0,62,10,0,10,-1,0,-1,0,0,0,0,0,0,0,0,0,64,0,64,10,0,10,"January 31, 2015"
15,Healthcare Equipment & Supplies,220,0,220,36,0,36,27,0,27,4,0,4,1,0,1,0,0,0,232,0,232,38,0,38,"January 31, 2015"
16,Healthcare Services,7111,125,7236,1151,20,1172,-5,0,-5,-1,0,-1,56,0,56,9,0,9,8139,125,8264,1318,20,1338,"January 31, 2015"
17,"Hotels, Restaurants & Tourism",8704,0,8704,1409,0,1409,-62,0,-62,-10,0,-10,49,0,49,8,0,8,8659,0,8659,1402,0,1402,"January 31, 2015"
18,Household & Personal Products,68043,175,68218,11018,28,11046,-296,0,-296,-48,0,-48,180,0,180,29,0,29,68978,175,69153,11169,28,11197,"January 31, 2015"
19,Media,27020,829,27849,4375,134,4509,-54,-4,-57,-9,-1,-9,-55,-2,-57,-9,0,-9,27754,827,28582,4494,134,4628,"January 31, 2015"
20,Metals & Mining,41184,1243,42427,6669,201,6870,-371,0,-371,-60,0,-60,78,86,164,13,14,27,42317,1326,43643,6852,215,7067,"January 31, 2015"
21,Oil & Gas,96811,1553,98364,15676,251,15927,-412,0,-412,-67,0,-67,972,0,972,157,0,157,102249,1553,103802,16557,251,16808,"January 31, 2015"
22,Pharmaceuticals & Biotechnology,139383,25,139408,22569,4,22573,-259,0,-259,-42,0,-42,1387,0,1387,225,0,225,149724,25,149749,24244,4,24248,"January 31, 2015"
23,Realty,17061,325,17386,2762,53,2815,-9,0,-9,-2,0,-2,415,0,415,67,0,67,19556,325,19881,3167,53,3219,"January 31, 2015"
24,Retailing,5999,0,5999,971,0,971,25,0,25,4,0,4,-25,0,-25,-4,0,-4,5979,0,5979,968,0,968,"January 31, 2015"
25,Software & Services,283149,0,283149,45847,0,45847,-916,0,-916,-148,0,-148,2032,0,2032,329,0,329,288614,0,288614,46733,0,46733,"January 31, 2015"
26,Telecom Services,43075,3891,46966,6975,630,7605,-166,1087,922,-27,176,149,146,23,169,24,4,27,45264,3555,48819,7329,576,7905,"January 31, 2015"
27,Telecommunications Equipment,177,0,177,29,0,29,0,0,0,0,0,0,1,0,1,0,0,0,179,0,179,29,0,29,"January 31, 2015"
28,"Textiles, Apparels & Accessories",26128,0,26128,4231,0,4231,-19,0,-19,-3,0,-3,146,0,146,24,0,24,28281,0,28281,4579,0,4579,"January 31, 2015"
29,Transportation,31068,5,31073,5031,1,5031,121,-4,118,20,-1,19,113,0,113,18,0,18,31876,5,31881,5161,1,5162,"January 31, 2015"
29 a,Airlines,295,0,295,48,0,48,41,0,41,7,0,7,-21,0,-21,-3,0,-3,295,0,295,48,0,48,"January 31, 2015"
29 b,Logistics,3314,5,3319,537,1,537,24,-4,20,4,-1,3,52,0,52,8,0,8,3321,5,3326,538,1,539,"January 31, 2015"
29 c,Marine Port & Services,16804,0,16804,2721,0,2721,50,0,50,8,0,8,42,0,42,7,0,7,17180,0,17180,2782,0,2782,"January 31, 2015"
29 d,Roads & Highways,2465,0,2465,399,0,399,20,0,20,3,0,3,43,0,43,7,0,7,2755,0,2755,446,0,446,"January 31, 2015"
29 e,Shipping,1308,0,1308,212,0,212,-10,0,-10,-2,0,-2,-6,0,-6,-1,0,-1,1333,0,1333,216,0,216,"January 31, 2015"
29 f,Surface Transportation,45,0,45,7,0,7,0,0,0,0,0,0,3,0,3,1,0,1,47,0,47,8,0,8,"January 31, 2015"
29 g,Transport Related Services,6837,0,6837,1107,0,1107,-4,0,-4,-1,0,-1,0,0,0,0,0,0,6945,0,6945,1125,0,1125,"January 31, 2015"
30,Utilities3,69021,3360,72380,11176,544,11720,310,160,470,50,26,76,163,482,645,26,78,104,71175,3946,75122,11525,639,12164,"January 31, 2015"
31,Sovereign,0,155058,155058,0,25107,25107,0,3026,3026,0,490,490,0,-419,-419,0,-68,-68,0,154638,154638,0,25039,25039,"January 31, 2015"
32,Others4,286264,71473,357737,46352,11573,57925,-71,1541,1470,-11,250,238,2592,6381,8973,420,1033,1453,306895,79087,385982,49693,12806,62500,"January 31, 2015"
,Grand Total,2005845,299079,2304924,324787,48427,373214,-1448,8005,6556,-235,1296,1062,14367,12764,27132,2326,2067,4393,2090067,312427,2402494,338431,50589,389021,"January 31, 2015"
