0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on May 15, 2014","AUC as on May 15, 2014","AUC as on May 15, 2014","AUC as on May 15, 2014","AUC as on May 15, 2014","AUC as on May 15, 2014","Net Investment May 01-15, 2014","Net Investment May 01-15, 2014","Net Investment May 01-15, 2014","Net Investment May 01-15, 2014","Net Investment May 01-15, 2014","Net Investment May 01-15, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","Net Investment May 16-31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","AUC as on May 31, 2014","May 31, 2014"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"May 31, 2014"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"May 31, 2014"
1,Automobiles & Auto  Components,82173,0,82173,13817,0,13817,950,0,950,160,0,160,-16,0,-16,-3,0,-3,87695,0,87695,14855,0,14855,"May 31, 2014"
2,Total Financial  Services,416812,34018,450829,70082,5720,75802,1618,2708,4327,272,455,728,2257,3894,6151,382,660,1042,434123,36792,470916,73538,6232,79771,"May 31, 2014"
2a,Banks,257150,87,257238,43237,15,43252,1240,0,1240,209,0,209,910,0,910,154,0,154,269011,87,269099,45569,15,45584,"May 31, 2014"
2b,Other Financial  Services1,159661,33930,193592,26845,5705,32550,378,2708,3086,64,455,519,1347,3894,5242,228,660,888,165112,36705,201817,27969,6218,34187,"May 31, 2014"
3,Capital Goods,97611,276,97888,16412,46,16459,13,0,13,2,0,2,105,0,105,18,0,18,103852,276,104128,17592,47,17639,"May 31, 2014"
4,Chemicals &  Petrochemicals,13783,0,13783,2317,0,2317,97,0,97,16,0,16,73,0,73,12,0,12,14973,0,14973,2536,0,2536,"May 31, 2014"
5,Coal,12355,0,12355,2077,0,2077,196,0,196,33,0,33,-167,0,-167,-28,0,-28,13343,0,13343,2260,0,2260,"May 31, 2014"
