0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","Net Investment September 16-30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","AUC as on September 30, 2015","September 30, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"September 30, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"September 30, 2015"
1,Automobiles & Auto Components,108793,0,108793,16375,0,16375,-925,0,-925,-139,0,-139,920,0,920,140,0,140,113073,0,113073,17199,0,17199,"September 30, 2015"
2,Total Financial Services,383307,59834,443142,57694,9006,66700,-309,594,286,-46,89,43,170,1514,1684,26,230,256,399052,59127,458179,60700,8994,69694,"September 30, 2015"
2a,Banks,167875,2168,170043,25268,326,25594,-387,42,-344,-58,6,-52,-70,-15,-85,-11,-2,-13,175100,2145,177245,26634,326,26961,"September 30, 2015"
2b,Other Financial Services1,215432,57667,273099,32426,8680,41106,78,552,630,12,83,95,240,1530,1769,36,233,269,223952,56982,280934,34065,8668,42733,"September 30, 2015"
3,Capital Goods,105624,1467,107092,15898,221,16119,-751,600,-151,-113,90,-23,-119,240,122,-18,37,18,102639,1467,104106,15612,223,15836,"September 30, 2015"
4,Chemicals & Petrochemicals,23271,0,23271,3503,0,3503,87,0,87,13,0,13,-47,960,913,-7,146,139,22612,0,22612,3440,0,3440,"September 30, 2015"
5,Coal,19888,0,19888,2993,0,2993,-190,0,-190,-29,0,-29,-391,0,-391,-59,0,-59,18880,0,18880,2872,0,2872,"September 30, 2015"
