0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on April 15, 2014","AUC  as on April 15, 2014","AUC  as on April 15, 2014","AUC  as on April 15, 2014","AUC  as on April 15, 2014","AUC  as on April 15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 01-15, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","April 30, 2014"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"April 30, 2014"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"April 30, 2014"
1,Automobiles & Auto Components,75752,0,75752,12570,0,12570,555,0,555,92,0,92,162,0,162,27,0,27,77065,0,77065,12772,0,12772,"April 30, 2014"
2,Total Financial Services,380162,32601,412764,63085,5410,68495,2503,-2969,-465,415,-493,-77,784,-1564,-780,130,-259,-129,386316,30990,417305,64026,5136,69162,"April 30, 2014"
2a,Banks,226930,87,227017,37657,15,37672,1528,0,1528,254,0,254,629,0,629,104,0,104,232336,87,232423,38506,14,38521,"April 30, 2014"
2b,Other Financial Services1,153233,32514,185746,25428,5395,30823,975,-2969,-1993,162,-493,-331,155,-1564,-1409,26,-259,-234,153980,30902,184882,25520,5122,30641,"April 30, 2014"
3,Capital Goods,90782,276,91058,15064,46,15110,484,-239,245,80,-40,41,420,0,420,70,0,70,90653,276,90929,15024,46,15070,"April 30, 2014"
4,Chemicals & Petrochemicals,12714,0,12714,2110,0,2110,58,0,58,10,0,10,22,0,22,4,0,4,13706,0,13706,2272,0,2272,"April 30, 2014"
5,Coal,10334,0,10334,1715,0,1715,83,0,83,14,0,14,132,0,132,22,0,22,10433,0,10433,1729,0,1729,"April 30, 2014"
6,Commercial Services & Supplies,12217,0,12217,2027,0,2027,9,0,9,1,0,1,-64,0,-64,-11,0,-11,12172,0,12172,2017,0,2017,"April 30, 2014"
7,Construction Materials,32822,0,32822,5447,0,5447,328,0,328,54,0,54,-105,0,-105,-17,0,-17,30416,0,30416,5041,0,5041,"April 30, 2014"
8,Consumer Durables,4526,0,4526,751,0,751,12,0,12,2,0,2,21,0,21,3,0,3,4807,0,4807,797,0,797,"April 30, 2014"
9,Diversified2,2851,0,2851,473,0,473,8,0,8,1,0,1,-45,0,-45,-8,0,-8,2745,0,2745,455,0,455,"April 30, 2014"
10,Diversified Consumer Services,210,0,210,35,0,35,-1,0,-1,0,0,0,-2,0,-2,0,0,0,210,0,210,35,0,35,"April 30, 2014"
11,"Food, Beverages & Tobacco",90013,0,90013,14937,0,14937,-205,0,-205,-34,0,-34,232,0,232,38,0,38,89023,0,89023,14754,0,14754,"April 30, 2014"
12,Forest Materials,449,0,449,74,0,74,3,0,3,0,0,0,5,0,5,1,0,1,438,0,438,73,0,73,"April 30, 2014"
13,General Industrials,7796,0,7796,1294,0,1294,17,0,17,3,0,3,-55,0,-55,-9,0,-9,7828,0,7828,1297,0,1297,"April 30, 2014"
14,Hardware Technology & Equipment,59,0,59,10,0,10,-18,0,-18,-3,0,-3,-4,0,-4,-1,0,-1,52,0,52,9,0,9,"April 30, 2014"
15,Healthcare Equipment & Supplies,229,0,229,38,0,38,0,0,0,0,0,0,-5,0,-5,-1,0,-1,232,0,232,39,0,39,"April 30, 2014"
16,Healthcare Services,5374,125,5499,892,21,912,-24,0,-24,-4,0,-4,-14,0,-14,-2,0,-2,5379,125,5504,891,21,912,"April 30, 2014"
17,"Hotels, Restaurants & Tourism",5503,0,5503,913,0,913,25,0,25,4,0,4,-119,0,-119,-20,0,-20,5053,0,5053,838,0,838,"April 30, 2014"
18,Household & Personal Products,44703,0,44703,7418,0,7418,331,0,331,55,0,55,-46,0,-46,-8,0,-8,42922,0,42922,7114,0,7114,"April 30, 2014"
19,Media,20201,919,21120,3352,153,3505,137,-60,76,23,-10,13,15,-17,-2,3,-3,0,19812,912,20724,3284,151,3435,"April 30, 2014"
20,Metals & Mining,43492,129,43621,7217,21,7238,315,-98,217,52,-16,36,80,0,80,13,0,13,43145,129,43274,7151,21,7172,"April 30, 2014"
21,Oil & Gas,98252,1871,100123,16304,310,16615,1278,-943,334,212,-157,56,453,104,557,75,17,92,97565,1930,99495,16170,320,16490,"April 30, 2014"
22,Pharmaceuticals & Biotechnology,94828,25,94853,15736,4,15740,222,0,222,37,0,37,316,0,316,52,0,52,97895,25,97920,16225,4,16229,"April 30, 2014"
23,Realty,15066,250,15316,2500,41,2542,-85,0,-85,-14,0,-14,-131,0,-131,-22,0,-22,13728,250,13978,2275,41,2317,"April 30, 2014"
24,Retailing,3368,0,3368,559,0,559,21,0,21,3,0,3,-13,0,-13,-2,0,-2,3542,0,3542,587,0,587,"April 30, 2014"
25,Software & Services,228741,0,228741,37958,0,37958,-478,0,-478,-79,0,-79,4,0,4,1,0,1,222287,0,222287,36841,0,36841,"April 30, 2014"
26,Telecom Services,35099,460,35559,5824,76,5901,307,0,307,51,0,51,297,0,297,49,0,49,34897,460,35357,5784,76,5860,"April 30, 2014"
27,Telecommunications Equipment,102,0,102,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,103,0,103,17,0,17,"April 30, 2014"
28,"Textiles, Apparels & Accessories",17902,0,17902,2971,0,2971,6,0,6,1,0,1,2,0,2,0,0,0,17489,0,17489,2898,0,2898,"April 30, 2014"
29,Transportation,17764,0,17764,2948,0,2948,40,0,40,7,0,7,2,0,2,0,0,0,17954,0,17954,2976,0,2976,"April 30, 2014"
29 a,Airlines,155,0,155,26,0,26,8,0,8,1,0,1,-3,0,-3,0,0,0,134,0,134,22,0,22,"April 30, 2014"
29 b,Logistics,1295,0,1295,215,0,215,6,0,6,1,0,1,-3,0,-3,0,0,0,1261,0,1261,209,0,209,"April 30, 2014"
29 c,Marine Port & Services,8393,0,8393,1393,0,1393,19,0,19,3,0,3,-3,0,-3,0,0,0,8401,0,8401,1392,0,1392,"April 30, 2014"
29 d,Roads & Highways,1374,0,1374,228,0,228,44,0,44,7,0,7,-28,0,-28,-5,0,-5,1352,0,1352,224,0,224,"April 30, 2014"
29 e,Shipping,1389,0,1389,230,0,230,5,0,5,1,0,1,38,0,38,6,0,6,1368,0,1368,227,0,227,"April 30, 2014"
29 f,Surface Transportation,7,0,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1,"April 30, 2014"
29 g,Transport Related Services,5150,0,5150,855,0,855,-44,0,-44,-7,0,-7,0,0,0,0,0,0,5430,0,5430,900,0,900,"April 30, 2014"
30,Utilities3,52026,1103,53129,8633,183,8816,581,100,681,96,17,113,224,5,229,37,1,38,51061,1108,52169,8463,184,8646,"April 30, 2014"
31,Sovereign,0,84800,84800,0,14072,14072,0,1899,1899,0,315,315,0,-2260,-2260,0,-375,-375,0,82555,82555,0,13682,13682,"April 30, 2014"
32,Others4,54011,36114,90125,8963,5993,14956,426,-1149,-723,71,-191,-120,94,-1994,-1900,16,-331,-315,54542,34366,88908,9039,5696,14735,"April 30, 2014"
,Grand Total,1457346,158674,1616020,241835,26331,268166,6938,-3459,3479,1151,-574,577,2664,-5726,-3062,441,-949,-507,1453471,153125,1606596,240890,25378,266268,"April 30, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector other  than ""Bank"". Sub-category under ""Other Financial Services"" are as follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
"2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:","2AS per BSE Classification Companies under ""Diversified"" are as follows:",,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
Mercator Limited,Mercator Limited,Mercator Limited,Mercator Limited,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,Kutch Salt & Allied Industries Ltd.,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
SVARTCORP,SVARTCORP,SVARTCORP,SVARTCORP,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,Advanced Micronic Devices Ltd.,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
VBC Industries Ltd,VBC Industries Ltd,VBC Industries Ltd,VBC Industries Ltd,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
Cosco (India) ltd.,Cosco (India) ltd.,Cosco (India) ltd.,Cosco (India) ltd.,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,DCM Shriram Consolidated Ltd.,,,,,,,,,,,,,,,,,,,,,,,"April 30, 2014"
