0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","AUC  as on April 30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment April 16-30, 2014","Net  Investment May 01-15, 2014","Net  Investment May 01-15, 2014","Net  Investment May 01-15, 2014","Net  Investment May 01-15, 2014","Net  Investment May 01-15, 2014","Net  Investment May 01-15, 2014","AUC  as on May 15, 2014","AUC  as on May 15, 2014","AUC  as on May 15, 2014","AUC  as on May 15, 2014","AUC  as on May 15, 2014","AUC  as on May 15, 2014","May 15, 2014"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"May 15, 2014"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"May 15, 2014"
1,Automobiles & Auto Components,77065,0,77065,12772,0,12772,162,0,162,27,0,27,950,0,950,160,0,160,82173,0,82173,13817,0,13817,"May 15, 2014"
2,Total Financial Services,386316,30990,417305,64026,5136,69162,784,-1564,-780,130,-259,-129,1618,2708,4327,272,455,728,416812,34018,450829,70082,5720,75802,"May 15, 2014"
2a,Banks,232336,87,232423,38506,14,38521,629,0,629,104,0,104,1240,0,1240,209,0,209,257150,87,257238,43237,15,43252,"May 15, 2014"
2b,Other Financial Services1,153980,30902,184882,25520,5122,30641,155,-1564,-1409,26,-259,-234,378,2708,3086,64,455,519,159661,33930,193592,26845,5705,32550,"May 15, 2014"
3,Capital Goods,90653,276,90929,15024,46,15070,420,0,420,70,0,70,13,0,13,2,0,2,97611,276,97888,16412,46,16459,"May 15, 2014"
4,Chemicals & Petrochemicals,13706,0,13706,2272,0,2272,22,0,22,4,0,4,97,0,97,16,0,16,13783,0,13783,2317,0,2317,"May 15, 2014"
5,Coal,10433,0,10433,1729,0,1729,132,0,132,22,0,22,196,0,196,33,0,33,12355,0,12355,2077,0,2077,"May 15, 2014"
6,Commercial Services & Supplies,12172,0,12172,2017,0,2017,-64,0,-64,-11,0,-11,-59,0,-59,-10,0,-10,13971,0,13971,2349,0,2349,"May 15, 2014"
7,Construction Materials,30416,0,30416,5041,0,5041,-105,0,-105,-17,0,-17,-78,0,-78,-13,0,-13,33180,0,33180,5579,0,5579,"May 15, 2014"
8,Consumer Durables,4807,0,4807,797,0,797,21,0,21,3,0,3,65,0,65,11,0,11,5090,0,5090,856,0,856,"May 15, 2014"
9,Diversified2,2745,0,2745,455,0,455,-45,0,-45,-8,0,-8,47,0,47,8,0,8,2872,0,2872,483,0,483,"May 15, 2014"
10,Diversified Consumer Services,210,0,210,35,0,35,-2,0,-2,0,0,0,-1,0,-1,0,0,0,206,0,206,35,0,35,"May 15, 2014"
11,"Food, Beverages & Tobacco",89023,0,89023,14754,0,14754,232,0,232,38,0,38,776,0,776,130,0,130,92878,0,92878,15616,0,15616,"May 15, 2014"
12,Forest Materials,438,0,438,73,0,73,5,0,5,1,0,1,0,0,0,0,0,0,434,0,434,73,0,73,"May 15, 2014"
13,General Industrials,7828,0,7828,1297,0,1297,-55,0,-55,-9,0,-9,-13,0,-13,-2,0,-2,8265,0,8265,1390,0,1390,"May 15, 2014"
14,Hardware Technology & Equipment,52,0,52,9,0,9,-4,0,-4,-1,0,-1,-5,0,-5,-1,0,-1,48,0,48,8,0,8,"May 15, 2014"
15,Healthcare Equipment & Supplies,232,0,232,39,0,39,-5,0,-5,-1,0,-1,-1,0,-1,0,0,0,220,0,220,37,0,37,"May 15, 2014"
16,Healthcare Services,5379,125,5504,891,21,912,-14,0,-14,-2,0,-2,17,0,17,3,0,3,5657,125,5782,951,21,972,"May 15, 2014"
17,"Hotels, Restaurants & Tourism",5053,0,5053,838,0,838,-119,0,-119,-20,0,-20,13,0,13,2,0,2,5612,0,5612,944,0,944,"May 15, 2014"
18,Household & Personal Products,42922,0,42922,7114,0,7114,-46,0,-46,-8,0,-8,193,0,193,32,0,32,44284,0,44284,7446,0,7446,"May 15, 2014"
19,Media,19812,912,20724,3284,151,3435,15,-17,-2,3,-3,0,124,-10,114,21,-2,19,20278,900,21178,3410,151,3561,"May 15, 2014"
20,Metals & Mining,43145,129,43274,7151,21,7172,80,0,80,13,0,13,270,0,270,45,0,45,45721,129,45850,7687,22,7709,"May 15, 2014"
21,Oil & Gas,97565,1930,99495,16170,320,16490,453,104,557,75,17,92,1020,619,1639,172,104,276,109934,2556,112490,18484,430,18914,"May 15, 2014"
22,Pharmaceuticals & Biotechnology,97895,25,97920,16225,4,16229,316,0,316,52,0,52,766,0,766,129,0,129,95773,25,95798,16103,4,16107,"May 15, 2014"
23,Realty,13728,250,13978,2275,41,2317,-131,0,-131,-22,0,-22,197,0,197,33,0,33,15085,250,15335,2536,42,2578,"May 15, 2014"
