0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on July 15, 2012","AUC as on July 15, 2012","AUC as on July 15, 2012","AUC as on July 15, 2012","AUC as on July 15, 2012","AUC as on July 15, 2012","Net Investment  July 1-15, 2012","Net Investment  July 1-15, 2012","Net Investment  July 1-15, 2012","Net Investment  July 1-15, 2012","Net Investment  July 1-15, 2012","Net Investment  July 1-15, 2012","Net  Investment  July 16-31, 2012","Net  Investment  July 16-31, 2012","Net  Investment  July 16-31, 2012","Net  Investment  July 16-31, 2012","Net  Investment  July 16-31, 2012","Net  Investment  July 16-31, 2012",AUC  as on July 31 2012,AUC  as on July 31 2012,AUC  as on July 31 2012,AUC  as on July 31 2012,AUC  as on July 31 2012,AUC  as on July 31 2012,"July 31, 2012"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"July 31, 2012"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"July 31, 2012"
1,Automobiles  & Auto Components,47654,0,47654,8562,0,8562,305,0,305,55,0,55,8,0,8,2,0,2,46605,0,46605,8351,0,8351,"July 31, 2012"
2,Total Financial Services,274094,30445,304538,49248,5470,54718,1674,-341,1332,301,-61,239,720,366,1086,129,66,195,271422,31004,302426,48636,5556,54191,"July 31, 2012"
2a,Banks,160140,9,160149,28773,2,28775,1625,0,1625,292,0,292,55,0,55,10,0,10,156522,9,156531,28047,2,28049,"July 31, 2012"
2b,Other  Financial Services1,113953,30436,144389,20475,5469,25943,48,-341,-293,9,-61,-53,665,366,1030,119,66,185,114900,30995,145895,20589,5554,26143,"July 31, 2012"
3,Capital  Goods,59771,525,60296,10739,94,10834,478,125,603,86,22,108,-230,0,-230,-41,0,-41,56564,525,57089,10136,94,10230,"July 31, 2012"
4,Chemicals  & Petrochemicals,7730,0,7730,1389,0,1389,85,0,85,15,0,15,309,0,309,55,0,55,7863,3,7866,1409,0,1409,"July 31, 2012"
5,Coal,13047,0,13047,2344,0,2344,77,0,77,14,0,14,-3,0,-3,-1,0,-1,13209,0,13209,2367,0,2367,"July 31, 2012"
6,Commercial  Services & Supplies,5615,0,5615,1009,0,1009,-54,0,-54,-10,0,-10,-17,0,-17,-3,0,-3,4763,0,4763,853,0,853,"July 31, 2012"
7,Construction  Materials,21728,60,21788,3904,11,3915,148,0,148,27,0,27,404,0,404,72,0,72,23229,60,23289,4162,11,4173,"July 31, 2012"
8,Consumer  Durables,8642,0,8642,1553,0,1553,40,0,40,7,0,7,104,0,104,19,0,19,8629,0,8629,1546,0,1546,"July 31, 2012"
9,Diversified2,2182,0,2182,392,0,392,-9,0,-9,-2,0,-2,-88,0,-88,-16,0,-16,2089,0,2089,374,0,374,"July 31, 2012"
10,Diversified  Consumer Services,547,0,547,98,0,98,5,0,5,1,0,1,2,0,2,0,0,0,527,0,527,94,0,94,"July 31, 2012"
11,"Food,  Beverages & Tobacco",56615,76,56691,10172,14,10186,391,0,391,70,0,70,194,0,194,35,0,35,57515,76,57591,10306,14,10320,"July 31, 2012"
12,Forest  Materials,393,0,393,71,0,71,-6,0,-6,-1,0,-1,-4,0,-4,-1,0,-1,374,0,374,67,0,67,"July 31, 2012"
13,General  Industrials,6093,0,6093,1095,0,1095,51,0,51,9,0,9,-6,0,-6,-1,0,-1,5806,0,5806,1040,0,1040,"July 31, 2012"
14,Hardware  Technology & Equipment,284,0,284,51,0,51,-1,0,-1,0,0,0,-1,0,-1,0,0,0,252,0,252,45,0,45,"July 31, 2012"
15,Healthcare  Equipment & Supplies,1400,0,1400,252,0,252,1,0,1,0,0,0,-3,0,-3,-1,0,-1,1361,0,1361,244,0,244,"July 31, 2012"
16,Healthcare  Services,3508,125,3633,630,22,653,4,125,129,1,22,23,1,0,1,0,0,0,3477,125,3602,623,22,645,"July 31, 2012"
17,"Hotels,  Restaurants & Tourism",4526,100,4626,813,18,831,47,0,47,8,0,8,-18,0,-18,-3,0,-3,4183,100,4283,750,18,767,"July 31, 2012"
18,Household  & Personal Products,36308,0,36308,6524,0,6524,334,0,334,60,0,60,262,0,262,47,0,47,38864,0,38864,6964,0,6964,"July 31, 2012"
19,Media,9699,0,9699,1743,0,1743,7,0,7,1,0,1,161,0,161,29,0,29,10439,0,10439,1871,0,1871,"July 31, 2012"
20,Metals  & Mining,38354,880,39234,6891,158,7049,544,0,544,98,0,98,20,0,20,3,0,3,37111,880,37991,6650,158,6808,"July 31, 2012"
21,Oil  & Gas,62917,9103,72020,11305,1636,12940,1395,-50,1345,251,-9,242,518,-444,74,93,-80,13,66191,9220,75411,11861,1652,13513,"July 31, 2012"
22,Pharmaceuticals  & Biotechnology,51211,114,51325,9201,21,9222,414,0,414,74,0,74,117,0,117,21,0,21,52974,115,53088,9492,21,9513,"July 31, 2012"
23,Realty,15233,255,15488,2737,46,2783,84,178,262,15,32,47,3,0,3,0,0,0,14619,255,14874,2619,46,2665,"July 31, 2012"
24,Retailing,2559,0,2559,460,0,460,11,0,11,2,0,2,-1,0,-1,0,0,0,2435,0,2435,436,0,436,"July 31, 2012"
25,Software  & Services,110548,0,110548,19863,0,19863,639,0,639,115,0,115,269,0,269,48,0,48,110688,0,110688,19834,0,19834,"July 31, 2012"
26,Telecom  Services,25679,1400,27079,4614,252,4865,121,0,121,22,0,22,166,0,166,30,0,30,24939,1400,26339,4469,251,4720,"July 31, 2012"
27,Telecommunications  Equipment,122,0,122,22,0,22,-1,0,-1,0,0,0,0,0,0,0,0,0,115,0,115,21,0,21,"July 31, 2012"
28,"Textiles,  Apparels & Accessories",13970,0,13970,2510,0,2510,80,0,80,14,0,14,48,0,48,9,0,9,14397,0,14397,2580,0,2580,"July 31, 2012"
29,Transportation,9542,0,9542,1715,0,1715,131,0,131,24,0,24,4,0,4,1,0,1,9657,0,9657,1730,0,1730,"July 31, 2012"
29 a,Airlines,285,0,285,51,0,51,-8,0,-8,-1,0,-1,-2,0,-2,0,0,0,269,0,269,48,0,48,"July 31, 2012"
29 b,Logistics,774,0,774,139,0,139,5,0,5,1,0,1,-20,0,-20,-4,0,-4,743,0,743,133,0,133,"July 31, 2012"
29 c,Marine Port & Services,3409,0,3409,613,0,613,70,0,70,13,0,13,3,0,3,1,0,1,3472,0,3472,622,0,622,"July 31, 2012"
29 d,Roads & Highways,946,0,946,170,0,170,42,0,42,7,0,7,5,0,5,1,0,1,894,0,894,160,0,160,"July 31, 2012"
29 e,Shipping,1033,0,1033,186,0,186,6,0,6,1,0,1,9,0,9,2,0,2,1027,0,1027,184,0,184,"July 31, 2012"
29 f,Surface Transportation,31,0,31,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,6,0,6,"July 31, 2012"
29 g,Transport Related Services,3064,0,3064,551,0,551,16,0,16,3,0,3,9,0,9,2,0,2,3221,0,3221,577,0,577,"July 31, 2012"
30,Utilities3,35705,459,36163,6415,82,6498,304,0,304,55,0,55,-147,2,-145,-26,0,-26,34755,461,35216,6228,83,6310,"July 31, 2012"
31,Sovereign,0,59478,59478,0,10687,10687,0,1772,1772,0,318,318,0,855,855,0,153,153,0,62258,62258,0,11156,11156,"July 31, 2012"
32,Others4,11662,52473,64135,2095,9428,11523,57,-84,-28,10,-15,-5,125,889,1014,22,159,182,11996,52958,64954,2150,9490,11639,"July 31, 2012"
,Grand  Total,937338,155494,1092831,168416,27938,196355,7357,1724,9081,1322,310,1632,2918,1668,4586,523,299,822,937048,159439,1096487,167909,28570,196478,"July 31, 2012"
,,,,,,,,,,,,,,,,,,,,,,,,,,"July 31, 2012"
"1 ""Other  Financial Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other  Financial Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other  Financial Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other  Financial Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"July 31, 2012"
